,Uniprot_id,Gene,Sequence_length,Mol_weight_Delton,Family_class,KEGG_Pathways,Associated_PDBs
3364,O07855,crtN,502,56742,Amino_oxidase,['sae:NWMN_2461'],[]
3365,P28845,HSD11B1,292,32401,adh_short,['hsa:3290'],"['1XU7', '1XU9', '2BEL', '2ILT', '2IRW', '2RBE', '3BYZ', '3BZU', '3CH6', '3CZR', '3D3E', '3D4N', '3D5Q', '3EY4', '3FCO', '3FRJ', '3H6K', '3HFG', '3OQ1', '3PDJ', '3QQP', '3TFQ', '4BB5', '4BB6', '4C7J', '4C7K', '4HFR', '4HX5', '4IJU', '4IJV', '4IJW', '4K1L', '4P38', '4YYZ', '5PGU', '5PGV', '5PGW', '5PGX', '5PGY', '5QII']"
3366,P26664,,3011,327202,Flavi_DEAD,[],"['1RTL', '2A4G', '2GVF', '3EYD', '3HKW', '3KN2', '3QGH', '3QGI', '3RC4', '3RC5', '3SU4', '6MVO', '6N4N', '6VDO']"
3367,Q9Y2U5,MAP3K2,619,69741,PB1,['hsa:10746'],"['2CU1', '2NPT', '5EX0', '5HQ8', '6LDV', '6LDW', '6LDX', '6LDY']"
3368,Q00653,NFKB2,900,96749,Ank_2,['hsa:4791'],"['1A3Q', '2D96', '3DO7', '4OT9', '5ZMC', '7CLI', '7VUP', '7VUQ', '7W7L']"
3369,P39045,dac,538,54974,Peptidase_S13,[],"['1W79', '1W8Q', '1W8Y', '2VGJ', '2VGK', '2WKE', '2XDM', '2XK1', '2XLN', '2Y4A', '2Y55', '2Y59', '3ZCZ', '3ZVT', '3ZVW', '4B4X', '4B4Z', '4BEN']"
3370,P08004,CHS1,1131,129871,Chitin_synth_1,['sce:YNL192W'],[]
3371,A3EZI9,NS3,631,67062,Flavi_DEAD,[],[]
3372,P28570,Slc6a8,635,70632,SNF,['rno:50690'],[]
3373,Q00987,MDM2,491,55233,SWIB,['hsa:4193'],"['1RV1', '1T4E', '1T4F', '1YCR', '1Z1M', '2AXI', '2C6A', '2C6B', '2F1Y', '2FOP', '2GV2', '2HDP', '2LZG', '2M86', '2MPS', '2RUH', '2VJE', '2VJF', '3EQS', '3G03', '3IUX', '3IWY', '3JZK', '3JZR', '3JZS', '3LBK', '3LBL', '3LNJ', '3LNZ', '3MQS', '3TJ2', '3TPX', '3TU1', '3V3B', '3VBG', '3VZV', '3W69', '4DIJ', '4ERE', '4ERF', '4HBM', '4HFZ', '4HG7', '4JV7', '4JV9', '4JVE', '4JVR', '4JWR', '4MDN', '4MDQ', '4OAS', '4OBA', '4OCC', '4ODE', '4ODF', '4OGN', '4OGT', '4OGV', '4OQ3', '4QO4', '4QOC', '4UD7', '4UE1', '4UMN', '4WT2', '4XXB', '4ZFI', '4ZGK', '4ZYC', '4ZYF', '4ZYI', '5AFG', '5C5A', '5HMH', '5HMI', '5HMK', '5J7F', '5J7G', '5LAV', '5LAW', '5LAY', '5LAZ', '5LN2', '5MNJ', '5OAI', '5OC8', '5SWK', '5TRF', '5UMM', '5VK0', '5WTS', '5XXK', '5Z02', '5ZXF', '6AAW', '6GGN', '6H22', '6HFA', '6I29', '6I3S', '6IM9', '6KZU', '6Q96', '6Q9H', '6Q9L', '6Q9O', '6SQO', '6T2D', '6T2E', '6T2F', '6Y4Q', '7AD0', '7AI0', '7AI1', '7AYE', '7BIR', '7BIT', '7BIV', '7BJ0', '7BJ6', '7BMG', '7KJM', '7NA1', '7NA2', '7NA3', '7NA4', '7NUS']"
3374,P29703,RAM2,316,37508,PPTA,['sce:YKL019W'],[]
3375,P04415,43,898,103610,DNA_pol_B,['vg:1258685'],"['1NOY', '1NOZ']"
3376,Q61143,Trpc6,930,106681,Ank_2,['mmu:22068'],['6CV9']
3377,Q9NP59,SLC40A1,571,62542,FPN1,['hsa:30061'],"['6W4S', '6WBV']"
3378,Q6PCB7,SLC27A1,646,71108,AMP-binding,['hsa:376497'],[]
3379,P18598,Atp4b,294,33689,Na_K-ATPase,['rno:24217'],[]
3380,Q63415,Pcsk6,937,104053,GF_recep_IV,['rno:25507'],[]
3381,P12822,ACE,1310,150406,Peptidase_M2,['ocu:100009274'],[]
3382,A0R666,ethR,217,23512,TetR_N,"['msg:MSMEI_6273', 'msm:MSMEG_6441']",[]
3383,Q9BQF6,SENP7,1050,119658,Peptidase_C48,['hsa:57337'],['3EAY']
3384,P32211,Chrm4,479,52973,7tm_1,['mmu:12672'],[]
3385,O08553,Dpysl2,572,62278,Amidohydro_1,['mmu:12934'],['5UQC']
3386,Q29RK1,CS,466,51773,Citrate_synt,['bta:280682'],[]
3387,Q01102,Selp,768,83099,EGF,['mmu:20344'],['4GXB']
3388,P49602,ERG11,561,62197,p450,['uma:UMAG_03662'],[]
3389,Q39829,,18,1850,,[],[]
3390,P30306,Cdc25b,576,65490,M-inducer_phosp,['mmu:12531'],[]
3391,P19875,CXCL2,107,11389,IL8,['hsa:2920'],"['1QNK', '5OB5']"
3392,Q9ULX7,CA14,337,37668,Carb_anhydrase,['hsa:23632'],"['4LU3', '5CJF']"
3393,Q07953,SDO1,250,28283,SBDS,['sce:YLR022C'],[]
3394,Q89535,F,574,63466,Fusion_gly,[],[]
3395,O81014,ISPE,383,42043,GHMP_kinases_C,['ath:AT2G26930'],[]
3396,Q03135,CAV1,178,20472,Caveolin,['hsa:857'],[]
3397,Q13541,EIF4EBP1,118,12580,eIF_4EBP,['hsa:1978'],"['1EJ4', '1EJH', '1WKW', '2JGB', '2JGC', '2V8W', '2V8X', '2V8Y', '3HXG', '3HXI', '3M93', '3M94', '3U7X', '4UED', '5BXV', '5EKV', '5NVN', '5WBJ', '6BCU', '6BCX']"
3398,Q4FZB7,KMT5B,885,99188,SET,['hsa:51111'],"['3S8P', '5CPR', '5WBV']"
3399,Q99259,GAD1,594,66897,Pyridoxal_deC,['hsa:2571'],"['2OKJ', '3VP6']"
3400,P15390,Scn4a,1840,208867,Ion_trans,['rno:25722'],"['5JR0', '6MUE']"
3401,Q99MK2,Kat5,513,58598,MOZ_SAS,['rno:192218'],[]
3402,P51141,Dvl1,695,75359,DEP,['mmu:13542'],"['1FSH', '1MC7', '2KAW', '2MX6', '3PZ8']"
3403,Q8WYB5,KAT6B,2073,231378,MOZ_SAS,['hsa:23522'],"['5U2J', '6OIE']"
3404,Q03114,Cdk5,292,33254,Pkinase,['rno:140908'],[]
3405,P70502,Slco1a3,670,73817,Kazal_2,['rno:80899'],[]
3406,Q8NG68,TTL,377,43212,TTL,['hsa:150465'],[]
3407,P49684,Uts2r,386,42707,7tm_1,['rno:57305'],[]
3408,P50130,DRD1,446,49257,7tm_1,['ssc:100144487'],[]
3409,P13631,RARG,454,50342,Hormone_recep,['hsa:5916'],"['1EXA', '1EXX', '1FCX', '1FCY', '1FCZ', '1FD0', '2LBD', '3LBD', '4LBD', '5M24', '6FX0']"
3410,P07550,ADRB2,413,46459,7tm_1,['hsa:154'],"['1GQ4', '2R4R', '2R4S', '2RH1', '3D4S', '3KJ6', '3NY8', '3NY9', '3NYA', '3P0G', '3PDS', '3SN6', '4GBR', '4LDE', '4LDL', '4LDO', '4QKX', '5D5A', '5D5B', '5D6L', '5JQH', '5X7D', '6E67', '6KR8', '6MXT', '6N48', '6NI3', '6OBA', '6PRZ', '6PS0', '6PS1', '6PS2', '6PS3', '6PS4', '6PS5', '6PS6', '7BZ2', '7DHI', '7DHR']"
3411,Q9JHE3,Asah2,756,83509,Ceramidase_alk,['mmu:54447'],[]
3412,Q13698,CACNA1S,1873,212350,Ca_chan_IQ,['hsa:779'],"['2VAY', '6B27']"
3413,Q9WVR3,Inppl1,1257,139143,Exo_endo_phos,['rno:65038'],[]
3414,P29376,LTK,864,91681,PK_Tyr_Ser-Thr,['hsa:4058'],"['7NX0', '7NX1']"
3415,O55192,Slc6a2,617,69255,SNF,['mmu:20538'],[]
3416,Q8C131,Hcar1,343,38927,7tm_1,['mmu:243270'],[]
3417,P00636,FBP1,338,36779,FBPase,['ssc:397038'],"['1CNQ', '1EYI', '1EYJ', '1EYK', '1FBC', '1FBD', '1FBE', '1FBF', '1FBG', '1FBH', '1FBP', '1FJ6', '1FJ9', '1FPB', '1FPD', '1FPE', '1FPF', '1FPG', '1FPI', '1FPJ', '1FPK', '1FPL', '1FRP', '1FSA', '1KZ8', '1LEV', '1NUW', '1NUX', '1NUY', '1NUZ', '1NV0', '1NV1', '1NV2', '1NV3', '1NV4', '1NV5', '1NV6', '1NV7', '1Q9D', '1RDX', '1RDY', '1RDZ', '1YXI', '1YYZ', '1YZ0', '2F3B', '2F3D', '2FBP', '2QVU', '2QVV', '3FBP', '4FBP', '4GBV', '4GBW', '4GWS', '4GWU', '4GWW', '4GWX', '4GWY', '4GWZ', '4GX3', '4GX4', '4GX6', '4H45', '4H46', '4KXP', '5FBP']"
3418,Q9ZLT0,murI,255,28503,Asp_Glu_race,['hpj:jhp_0496'],"['2JFX', '2JFY', '2JFZ', '2W4I', '4B1F']"
3419,Q8VI47,Abcc2,1543,173671,ABC_membrane,['mmu:12780'],[]
3420,Q91WC9,Daglb,669,73905,Lipase_3,['mmu:231871'],[]
3421,Q9NQ66,PLCB1,1216,138567,DUF1154,['hsa:23236'],[]
3422,P10768,ESD,282,31463,Esterase,['hsa:2098'],['3FCX']
3423,Q16832,DDR2,855,96736,F5_F8_type_C,['hsa:4921'],"['2WUH', '2Z4F', '6FER', '7AZB']"
3424,P11838,EAPA,419,43255,Asp,['ag:CAA44952'],"['1E5O', '1E80', '1E81', '1E82', '1EED', '1ENT', '1EPL', '1EPM', '1EPN', '1EPO', '1EPP', '1EPQ', '1EPR', '1ER8', '1GKT', '1GVT', '1GVU', '1GVV', '1GVW', '1GVX', '1OD1', '1OEW', '1OEX', '2ER0', '2ER6', '2ER7', '2ER9', '2JJI', '2JJJ', '2V00', '2VS2', '3ER3', '3ER5', '3LZY', '3PB5', '3PBD', '3PBZ', '3PCW', '3PCZ', '3PGI', '3PI0', '3PLD', '3PLL', '3PM4', '3PMU', '3PMY', '3PRS', '3PSY', '3PWW', '3Q6Y', '3T6I', '3T7P', '3T7Q', '3T7X', '3URI', '3URJ', '3URL', '3WZ6', '3WZ7', '3WZ8', '4APE', '4ER1', '4ER2', '4ER4', '4KUP', '4L6B', '4LAP', '4LBT', '4LHH', '4LP9', '4Y35', '4Y36', '4Y37', '4Y38', '4Y39', '4Y3A', '4Y3D', '4Y3E', '4Y3F', '4Y3G', '4Y3H', '4Y3J', '4Y3L', '4Y3M', '4Y3N', '4Y3P', '4Y3Q', '4Y3R', '4Y3S', '4Y3T', '4Y3W', '4Y3X', '4Y3Y', '4Y3Z', '4Y41', '4Y43', '4Y44', '4Y45', '4Y47', '4Y48', '4Y4A', '4Y4B', '4Y4D', '4Y4E', '4Y4G', '4Y4J', '4Y4T', '4Y4U', '4Y4W', '4Y4X', '4Y4Z', '4Y50', '4Y51', '4Y53', '4Y54', '4Y56', '4Y57', '4Y58', '4Y5A', '4Y5B', '4Y5C', '4Y5E', '4Y5G', '4Y5K', '4Y5L', '4Y5M', '4Y5N', '4Y5P', '4YCK', '4YCT', '4YCY', '4YD3', '4YD4', '4YD5', '4YD6', '4YD7', '4ZE6', '4ZEA', '5DPZ', '5DQ1', '5DQ2', '5DQ4', '5DQ5', '5DR0', '5DR1', '5DR3', '5DR4', '5DR7', '5DR8', '5ER1', '5ER2', '5HCO', '5HCT', '5IS4', '5ISJ', '5ISK', '5J25', '5LWR', '5LWS', '5LWT', '5LWU', '5MB0', '5MB3', '5MB5', '5MB6', '5MB7', '5OG7', '5OJE', '5OYQ', '5OYR', '5OYS', '5OYT', '5OYU', '5OYV', '5OYW', '5OYX', '5OYY', '5OYZ', '5OZ0', '5OZ1', '5OZ2', '5OZ3', '5OZ4', '5OZ5', '5OZ6', '5OZ7', '5OZ8', '5OZ9', '5OZA', '5OZB', '5OZC', '5OZD', '5OZE', '5OZF', '5OZG', '5OZH', '5OZI', '5OZJ', '5OZK', '5OZL', '5OZM', '5OZN', '5OZO', '5OZP', '5OZQ', '5OZR', '5OZS', '5OZT', '5OZU', '5OZV', '5OZW', '5OZX', '5OZY', '5OZZ', '5P00', '5P01', '5P02', '5P03', '5P04', '5P05', '5P06', '5P07', '5P08', '5P09', '5P0A', '5P0B', '5P0C', '5P0D', '5P0E', '5P0F', '5P0G', '5P0H', '5P0I', '5P0J', '5P0K', '5P0L', '5P0M', '5P0N', '5P0O', '5P0P', '5P0Q', '5P0R', '5P0S', '5P0T', '5P0U', '5P0V', '5P0W', '5P0X', '5P0Y', '5P0Z', '5P10', '5P11', '5P12', '5P13', '5P14', '5P15', '5P16', '5P17', '5P18', '5P19', '5P1A', '5P1B', '5P1C', '5P1D', '5P1E', '5P1F', '5P1G', '5P1H', '5P1I', '5P1J', '5P1K', '5P1L', '5P1M', '5P1N', '5P1O', '5P1P', '5P1Q', '5P1R', '5P1S', '5P1T', '5P1U', '5P1V', '5P1W', '5P1X', '5P1Y', '5P1Z', '5P20', '5P22', '5P23', '5P24', '5P25', '5P26', '5P27', '5P28', '5P29', '5P2A', '5P2B', '5P2C', '5P2D', '5P2E', '5P2F', '5P2G', '5P2H', '5P2I', '5P2J', '5P2K', '5P2L', '5P2M', '5P2N', '5P2O', '5P2Q', '5P2R', '5P2S', '5P2T', '5P2U', '5P2V', '5P2W', '5P2X', '5P2Y', '5P2Z', '5P30', '5P31', '5P32', '5P33', '5P34', '5P35', '5P36', '5P37', '5P38', '5P39', '5P3A', '5P3B', '5P3C', '5P3D', '5P3E', '5P3F', '5P3G', '5P3H', '5P3I', '5P3J', '5P3K', '5P3L', '5P3M', '5P3N', '5P3O', '5P3P', '5P3Q', '5P3R', '5P3S', '5P3T', '5P3U', '5P3V', '5P3W', '5P3X', '5P3Y', '5P3Z', '5P40', '5P41', '5P42', '5P43', '5P44', '5P45', '5P46', '5P47', '5P48', '5P49', '5P4A', '5P4B', '5P4C', '5P4D', '5P4E', '5P4F', '5P4G', '5P4H', '5P4I', '5P4J', '5P4K', '5P4L', '5P4M', '5P4N', '5P4O', '5P4P', '5P4Q', '5P4R', '5P4S', '5P4T', '5P4U', '5P4V', '5P4W', '5P4X', '5P4Y', '5P4Z', '5P50', '5P51', '5P52', '5P53', '5P54', '5P55', '5P56', '5P57', '5P58', '5P59', '5P5A', '5P5B', '5P5C', '5P5D', '5P5E', '5P5F', '5P5G', '5P5H', '5P5I', '5P5J', '5P5K', '5P5L', '5P5M', '5P5N', '5P5O', '5P5P', '5P5Q', '5P5R', '5P5S', '5P5T', '5P5U', '5P5V', '5P5W', '5P5X', '5P5Y', '5P5Z', '5P60', '5P61', '5P62', '5P63', '5P64', '5P65', '5P66', '5P67', '5P68', '5P69', '5P6A', '5P6B', '5P6C', '5P6D', '5P6E', '5P6F', '5P6G', '5P6H', '5P6I', '5P6J', '5P6K', '5P6L', '5P6M', '5P6N', '5P6O', '5P6P', '5P6Q', '5P6R', '5P6S', '5P6T', '5P6U', '5P6V', '5P6W', '5P6X', '5P6Y', '5P6Z', '5P70', '5P71', '5P72', '5P73', '5P74', '5P75', '5P76', '5P77', '5P78', '5P79', '5P7A', '5P7B', '5P7C', '5P7D', '5P7E', '5P7F', '5P7G', '5P7H', '5P7I', '5P7J', '5P7K', '5P7L', '5P7M', '5P7N', '5P7O', '5P7P', '5P7Q', '5P7R', '5P7S', '5P7T', '5P7U', '5P7V', '5P7W', '5P7X', '5P7Y', '5P7Z', '5P80', '5P81', '5P82', '5P83', '5P84', '5P85', '5P86', '5P87', '5P88', '5P89', '5P8A', '5P8B', '5P8C', '5P8D', '5P8E', '5P8F', '5P8G', '5P8H', '5P8I', '5P8J', '5P8K', '5P8L', '5P8M', '5P8N', '5P8O', '5P8P', '5P8Q', '5P8R', '5P8S', '5P8T', '5P8U', '5P8V', '5QB5', '5QB6', '5QB7', '5QB8', '5QB9', '5QBA', '5QBB', '5QBC', '5QBD', '5QBE', '5QBF', '5QBG', '5QBH', '5QBI', '5QBJ', '5QBK', '5QBL', '5QBM', '5QBN', '5QBO', '5QBP', '5QBQ', '5QBR', '5QBS', '5QBT', '5R1T', '5R1U', '5R1V', '5R1W', '5R1X', '5R1Y', '5R1Z', '5R20', '5R21', '5R22', '5R23', '5R24', '5R25', '5R26', '5R27', '5R28', '5R29', '5R2A', '5R2B', '5R2C', '5R2D', '5R2E', '5R2F', '5R2G', '5R2H', '5R2I', '5R2J', '5R2K', '5R2L', '5R2M', '5R2N', '5R2O', '5R2P', '5R2Q', '5R2R', '5R2S', '5R2T', '5R2U', '5R2V', '5R2W', '5R2X', '5R2Y', '5R2Z', '5R30', '5R31', '5R32', '5R33', '5R34', '5R35', '5R36', '5R37', '5R38', '5R39', '5R3A', '5R3B', '5R3C', '5R3D', '5R3E', '5R3F', '5R3G', '5R3H', '5R3I', '5R3J', '5R3K', '5R3L', '5R3M', '5R3N', '5R3O', '5R3P', '5R3Q', '5R3R', '5R3S', '5R3T', '5R3U', '5R3V', '5R3W', '5R3X', '5R3Y', '5R3Z', '5R40', '5R41', '5RBO', '5RBP', '5RBQ', '5RBR', '5RBS', '5RBT', '5RBU', '5RBV', '5RBW', '5RBX', '5RBY', '5RBZ', '5RC0', '5RC1', '5RC2', '5RC3', '5RC4', '5RC5', '5RC6', '5RC7', '5RC8', '5RC9', '5RCA', '5RCB', '5RCC', '5RCD', '5RCE', '5RCF', '5RCG', '5RCH', '5RCI', '5RCJ', '5RCK', '5RCL', '5RCM', '5RCN', '5RCO', '5RCP', '5RCQ', '5RCR', '5RCS', '5RCT', '5RCU', '5RCV', '5RCW', '5RCX', '5RCY', '5RCZ', '5RD0', '5RD1', '5RD2', '5RD3', '5RD4', '5RD5', '5RD6', '5RD7', '5RD8', '5RD9', '5RDA', '5RDB', '5RDC', '5RDD', '5RDE', '5RDF', '5RDG', '5RDH', '5RDI', '5RDJ', '5RDK', '5RDL', '5RDM', '5RDN', '5RDO', '5RDP', '5RDQ', '5RDR', '5RDS', '5RDT', '5RDU', '5RDV', '5RDW', '5RDX', '5RDY', '5RDZ', '5RE0', '5RE1', '5RE2', '5RE3', '5SAK', '5SAL', '5SAM', '5SAN', '5SAO', '5SAP', '5SAQ', '5SAR', '5SAS', '5SAT', '6RON', '6RSV', '6SCV', '6ZZ2', '7ADG', '7BKR', '7BKS', '7BKU', '7BKV', '7BKW', '7BKY', '7BKZ', '7NKW']"
3425,P0AEG4,dsbA,208,23105,DSBA,"['ecj:JW3832', 'eco:b3860']","['1A23', '1A24', '1A2J', '1A2L', '1A2M', '1AC1', '1ACV', '1BQ7', '1DSB', '1FVJ', '1FVK', '1TI1', '1U3A', '1UN2', '2B3S', '2B6M', '2HI7', '2LEG', '2NDO', '2ZUP', '3E9J', '4TKY', '4ZIJ', '5QKC', '5QKD', '5QKE', '5QKF', '5QKG', '5QKH', '5QKI', '5QKJ', '5QKK', '5QKL', '5QKM', '5QKN', '5QKO', '5QKP', '5QKQ', '5QKR', '5QKS', '5QKT', '5QKU', '5QKV', '5QKW', '5QKX', '5QKY', '5QKZ', '5QL0', '5QL1', '5QL2', '5QL3', '5QL4', '5QL5', '5QL6', '5QL7', '5QL8', '5QL9', '5QLA', '5QLB', '5QLC', '5QLD', '5QLE', '5QLF', '5QLG', '5QLH', '5QLI', '5QLJ', '5QLK', '5QLL', '5QLM', '5QLN', '5QLO', '5QLP', '5QLQ', '5QLR', '5QLS', '5QLT', '5QLU', '5QLV', '5QLW', '5QLX', '5QLY', '5QLZ', '5QM0', '5QM1', '5QM2', '5QM3', '5QM4', '5QM5', '5QM6', '5QM7', '5QM8', '5QM9', '5QMA', '5QMB', '5QMC', '5QMD', '5QME', '5QMF', '5QMG', '5QMH', '5QMI', '5QMJ', '5QMK', '5QML', '5QMM', '5QMN', '5QMO', '5QMP', '5QMQ', '5QMR', '5QMS', '5QMT', '5QMU', '5QMV', '5QMW', '5QMX', '5QMY', '5QMZ', '5QN0', '5QN1', '5QN2', '5QN3', '5QN4', '5QN5', '5QN6', '5QN7', '5QN8', '5QN9', '5QNA', '5QNB', '5QNC', '5QND', '5QNE', '5QNF', '5QNG', '5QNH', '5QNI', '5QNJ', '5QNK', '5QNL', '5QNM', '5QNN', '5QNO', '5QNP', '5QNQ', '5QNR', '5QNS', '5QNT', '5QNU', '5QNV', '5QNW', '5QNX', '5QNY', '5QNZ', '5QO0', '5QO1', '5QO2', '5QO3', '5QO4', '5QO5', '5QO6', '5QO7', '5QO8', '5QO9', '5QOA', '5QOB', '5QOC', '5QOD', '5QOE', '5QOF', '5QOG', '6BQX', '6BR4', '6PBI', '6PC9', '6PD7', '6PDH', '6PG1', '6PG2', '6PGJ', '6PIQ', '6PLI', '6PMF', '6PML', '6POH', '6POI', '6POQ', '6PVY', '6PVZ', '6WHD', '6XSP', '6XSQ', '6XT3', '7L76', '7L7C', '7LHP', '7LSM']"
3426,Q3S5C3,sugE,105,10897,Multi_Drug_Res,[],[]
3427,Q9JHI3,Slco2b1,682,74215,OATP,['rno:140860'],[]
3428,O70594,Slc22a5,557,62567,Sugar_tr,['rno:29726'],[]
3429,Q9UKM7,MAN1B1,699,79580,Glyco_hydro_47,['hsa:11253'],"['1FMI', '1FO2', '1FO3', '1X9D', '5KIJ', '5KK7']"
3430,P19602,LTA4H,611,68971,Leuk-A4-hydro_C,['cpoc:100135571'],[]
3431,Q99075,HBEGF,208,23067,EGF,['hsa:1839'],"['1XDT', '2M8S']"
3432,Q99028,COMT,186,20587,Methyltransf_3,[],[]
3433,E3SW77,CYP51B,524,58982,p450,[],[]
3434,Q13972,RASGRF1,1273,145234,PH,['hsa:5923'],[]
3435,P02918,mrcA,850,93636,PCB_OB,"['ecj:JW3359', 'eco:b3396']",[]
3436,P02545,LMNA,664,74139,Filament,['hsa:4000'],"['1IFR', '1IVT', '1X8Y', '2XV5', '2YPT', '3GEF', '3V4Q', '3V4W', '3V5B', '6GHD', '6JLB', '6RPR', '6SNZ', '6YF5', '6YJD', '7CRG', '7D9N']"
3437,Q5S006,Lrrk2,2527,284732,COR,['mmu:66725'],[]
3438,P06400,RB1,928,106159,DUF3452,['hsa:5925'],"['1AD6', '1GH6', '1GUX', '1H25', '1N4M', '1O9K', '1PJM', '2AZE', '2QDJ', '2R7G', '3N5U', '3POM', '4CRI', '4ELJ', '4ELL']"
3439,P30557,Ptger3,365,40077,7tm_1,[],[]
3440,P42891,ECE1,754,85517,Peptidase_M13,[],[]
3441,Q6P1M0,SLC27A4,643,72064,AMP-binding,['hsa:10999'],[]
3442,Q4XXM4,,,,,[],[]
3443,Q96SW2,CRBN,442,50546,LON_substr_bdg,['hsa:51185'],"['4M91', '4TZ4', '5FQD', '5HXB', '5V3O', '6BN7', '6BN8', '6BN9', '6BNB', '6BOY', '6H0F', '6H0G', '6UML', '6XK9', '7BQU', '7BQV', '7LPS']"
3444,Q8X6S1,nfsA,240,26851,Nitroreductase,['ecs:ECs_0931'],[]
3445,P18265,Gsk3a,483,51027,Pkinase,['rno:50686'],[]
3446,P62993,GRB2,217,25206,SH2,['hsa:2885'],"['1AZE', '1BM2', '1BMB', '1CJ1', '1FHS', '1FYR', '1GCQ', '1GFC', '1GFD', '1GHU', '1GRI', '1IO6', '1JYQ', '1JYR', '1JYU', '1QG1', '1TZE', '1X0N', '1ZFP', '2AOA', '2AOB', '2H46', '2H5K', '2HUW', '2VVK', '2VWF', '2W0Z', '3C7I', '3IMD', '3IMJ', '3IN7', '3IN8', '3KFJ', '3MXC', '3MXY', '3N7Y', '3N84', '3N8M', '3OV1', '3OVE', '3S8L', '3S8N', '3S8O', '3WA4', '4P9V', '4P9Z', '5CDW', '6ICG', '6ICH', '6SDF', '6VK2', '6WM1', '6WO2', '7MPH']"
3447,Q920B6,Kcnk2,426,46912,Ion_trans_2,['rno:170899'],[]
3448,P0ACC7,glmU,456,49190,Hexapep,"['ecj:JW3708', 'eco:b3730']","['1FWY', '1FXJ', '1HV9', '2OI5', '2OI6', '2OI7', '3TWD', '4AA7']"
3449,P26255,Adrb3,400,43146,7tm_1,['rno:25645'],[]
3450,P70604,Kcnn2,580,63848,CaMBD,['rno:54262'],"['1G4Y', '1KKD', '1QX7', '2PNV', '3SJQ', '4G27', '4G28', '4J9Y', '4J9Z', '4QNH', '6CZQ']"
3451,Q96EB6,SIRT1,747,81681,SIR2,['hsa:23411'],"['4I5I', '4IF6', '4IG9', '4KXQ', '4ZZH', '4ZZI', '4ZZJ', '5BTR']"
3452,Q64604,Ptprf,1898,211494,fn3,['rno:360406'],[]
3453,P15682,NP,498,56244,Flu_NP,[],"['3ZDP', '4BBL', '4IRY', '5B7B', '6I7B', '6I85', '6J1U']"
3454,Q3UUQ7,Pgap1,922,104578,PGAP1,['mmu:241062'],[]
3455,P28571,Slc6a9,692,76544,SNF,['mmu:14664'],[]
3456,P62258,YWHAE,255,29174,14-3-3,['hsa:7531'],"['2BR9', '3UAL', '3UBW', '6EIH', '7C8E']"
3457,P19327,Htr1a,422,46429,7tm_1,['rno:24473'],[]
3458,O88942,Nfatc1,717,77833,RHD_dimer,[],[]
3459,P14324,FDPS,419,48275,polyprenyl_synt,['hsa:2224'],"['1YQ7', '1YV5', '1ZW5', '2F7M', '2F89', '2F8C', '2F8Z', '2F92', '2F94', '2F9K', '2OPM', '2OPN', '2QIS', '2RAH', '2VF6', '3B7L', '3CP6', '3N1V', '3N1W', '3N3L', '3N45', '3N46', '3N49', '3N5H', '3N5J', '3N6K', '3RYE', '3S4J', '4DEM', '4GA3', '4H5C', '4H5D', '4H5E', '4JVJ', '4KFA', '4KPD', '4KPJ', '4KQ5', '4KQS', '4KQU', '4L2X', '4LFV', '4LPG', '4LPH', '4N1Z', '4N9U', '4NFI', '4NFJ', '4NFK', '4NG6', '4NKE', '4NKF', '4NUA', '4OGU', '4P0V', '4P0W', '4P0X', '4PVX', '4PVY', '4Q23', '4QPF', '4QXS', '4RXA', '4XQR', '4XQS', '4XQT', '5CG5', '5CG6', '5DGM', '5DGN', '5DGS', '5DIQ', '5DJP', '5DJR', '5DJV', '5JA0', '5JUZ', '5JV0', '5JV1', '5JV2', '5KSX', '5YGI', '6N7Y', '6N7Z', '6N82', '6N83', '6OAG', '6OAH']"
3460,Q04771,ACVR1,509,57153,Activin_recp,['hsa:90'],"['3H9R', '3MTF', '3OOM', '3Q4U', '4BGG', '4C02', '4DYM', '5OXG', '5OY6', '5S75', '5S76', '5S77', '5S78', '5S79', '5S7A', '5S7B', '5S7C', '5S7D', '5S7E', '5S7F', '5S7G', '5S7H', '5S7I', '5S7J', '5S7K', '5S7L', '5S7M', '5S7N', '5S7O', '5S7P', '5S7Q', '5S7R', '5S7S', '5S7T', '5S7U', '5S7V', '5S7W', '5S7X', '5S7Y', '5S7Z', '5S80', '5S81', '5S82', '5S83', '5S84', '5S85', '5S86', '5S87', '5S88', '5S89', '5S8A', '5S8B', '5S9K', '6ACR', '6EIX', '6GI6', '6GIN', '6GIP', '6I1S', '6JUX', '6SRH', '6SZM', '6T6D', '6T8N', '6TN8', '6UNQ', '6UNR', '6UNS', '6Z36', '6ZGC', '7A21', '7C3G', '7NNS']"
3461,P33033,Mc3r,323,35806,7tm_1,['mmu:17201'],[]
3462,Q7Z601,GPR142,462,51106,7tm_1,['hsa:350383'],[]
3463,Q8R146,Apeh,732,81581,APEH_N,['mmu:235606'],[]
3464,P00563,CKM,381,43112,ATP-gua_Ptrans,['ocu:100009056'],"['1U6R', '2CRK']"
3465,P00591,PNLIP,450,50084,Lipase,[],['1ETH']
3466,P43694,GATA4,442,44565,GATA,['hsa:2626'],['2M9W']
